ID,img_origin,placement,boil_nbr,pan_nbr,polygon
ID54zIIb8Pxpsth,D,roof,0,3,"[(1984, 924.0), (1592, 1288.0), (1860, 1438.0), (1622, 1668.0), (1886, 1854.0), (2256, 1510.0), (2232, 1488.0), (2520, 1218.0), (2292, 1028.0), (2242, 1068.0)]"
ID58knpG4GrL1pE,D,roof,0,1,"[(3142, 2283.0), (3196, 2274.0), (3200, 2304.0), (3147, 2314.0)]"
ID58knpG4GrL1pE,D,roof,0,1,"[(2253, 1477.0), (2414, 1606.0), (2357, 1709.0), (2189, 1709.0)]"
ID5AfkzKjcGlm,S,S-unknown,1,0,"[(90, 362.0), (124, 319.0), (142, 332.0), (121, 380.0)]"
ID5Fnh0FYCX8lsEJ,S,S-unknown,1,0,"[(305, 194.0), (303, 167.0), (338, 167.0), (342, 197.0)]"
ID5G7aZ1KMZB4,D,roof,0,3,"[(613, 2641.0), (749, 2653.0), (821, 2829.0), (709, 2841.0), (617, 2733.0)]"
ID5G7aZ1KMZB4,D,roof,0,1,"[(1189, 2149.0), (1485, 2025.0), (1597, 2145.0), (1301, 2273.0)]"
ID5G7aZ1KMZB4,D,roof,0,2,"[(2309, 2377.0), (2625, 2225.0), (2857, 2405.0), (3033, 2609.0), (2745, 2761.0), (2513, 2577.0)]"
ID5G7aZ1KMZB4,D,roof,0,2,"[(2669, 1309.0), (2133, 705.0), (2593, 521.0), (3137, 1101.0)]"
ID5G7aZ1KMZB4,D,roof,0,1,"[(1497, 2477.0), (1877, 2225.0), (2081, 2417.0), (1725, 2685.0)]"
ID5G7aZ1KMZB4,D,roof,0,1,"[(1861, 2885.0), (2189, 2553.0), (2397, 2665.0), (2073, 3009.0)]"
ID5G7aZ1KMZB4,D,roof,0,1,"[(1917, 2217.0), (1709, 2073.0), (2217, 1625.0), (2441, 1749.0)]"
ID5GrUf,D,roof,0,1,"[(1817, 1612.0), (1836, 1422.0), (2301, 1641.0), (2303, 1824.0)]"
ID5KHFbS,D,roof,0,3,"[(2181, 1609.0), (2343, 1866.0), (2160, 1946.0), (2142, 1918.0), (1964, 2001.0), (1878, 1872.0), (1815, 1905.0), (1748, 1804.0)]"
ID5KrcA9qjCsQF,D,roof,0,1,"[(2741, 1421.0), (2903, 1539.0), (2396, 1733.0), (2237, 1604.0)]"
ID5NNBSdjpQCE,D,roof,0,1,"[(1025, 1641.0), (1377, 1581.0), (1313, 1817.0), (969, 1863.0)]"
ID5NqLqc9,D,roof,0,1,"[(1575, 1793.0), (1694, 1621.0), (1814, 1665.0), (1689, 1841.0)]"
ID5OOwyClUnge,D,roof,0,2,"[(1800, 1060.0), (2012, 1147.0), (1940, 1319.0), (1979, 1349.0), (1940, 1464.0), (1598, 1349.0), (1650, 1235.0), (1710, 1235.0)]"
ID5QzGP,D,roof,0,1,"[(1970, 806.0), (2105, 984.0), (1810, 1199.0), (1681, 1022.0)]"
ID5R62bgVdm2x1sk,D,roof,0,1,"[(2682, 1824.0), (3062, 1672.0), (3206, 1839.0), (2825, 1984.0)]"
ID5RUAfg,D,roof,0,1,"[(2944, 2148.0), (2824, 1936.0), (3013, 1873.0), (3144, 2085.0)]"
ID5RUAfg,D,roof,0,1,"[(2520, 2022.0), (2746, 1960.0), (2907, 2269.0), (2686, 2326.0)]"
ID5RWPGgLUJvdq,D,roof,0,3,"[(2852, 2282.0), (3241, 2250.0), (3310, 2251.0), (3307, 2292.0), (3192, 2393.0), (2990, 2401.0), (2862, 2409.0)]"
ID5RWPGgLUJvdq,D,roof,0,1,"[(2044, 1028.0), (2230, 1045.0), (2198, 1309.0), (2009, 1296.0)]"
ID5S5c0wqnRyPk7Ik,D,roof,0,1,"[(2296, 1197.0), (2451, 1203.0), (2441, 1356.0), (2287, 1351.0)]"
ID5VK7LIB6DbtZ,D,roof,0,1,"[(1317, 1583.0), (1419, 1636.0), (1387, 1720.0), (1275, 1670.0)]"
ID5W75MmkyhGWmQI,D,roof,0,2,"[(2197, 1110.0), (2341, 1030.0), (2793, 1406.0), (2629, 1470.0)]"
ID5W75MmkyhGWmQI,D,roof,0,2,"[(2733, 1354.0), (2485, 1178.0), (2761, 1034.0), (3001, 1230.0)]"
ID5W75MmkyhGWmQI,D,roof,0,1,"[(1513, 2026.0), (1405, 1930.0), (1653, 1806.0), (1773, 1914.0)]"
ID5W75MmkyhGWmQI,D,roof,0,1,"[(1545, 1898.0), (1425, 1806.0), (1653, 1670.0), (1777, 1774.0)]"
ID5WlfCzw,D,roof,0,1,"[(1317, 1052.0), (1523, 999.0), (1683, 1429.0), (1467, 1495.0)]"
ID5WuotmI,D,roof,0,2,"[(2245, 1353.0), (2269, 1701.0), (1897, 1749.0), (1801, 1609.0), (1793, 1397.0)]"
ID5XVjF,S,S-unknown,0,40,"[(393, 198.0), (534, 215.0), (513, 366.0), (372, 342.0)]"
ID5ZOX2vRws4at,D,roof,0,2,"[(1848, 1497.0), (2148, 1434.0), (2202, 1626.0), (1959, 1689.0), (2025, 1830.0), (1851, 1905.0), (1776, 1770.0), (1902, 1680.0)]"
ID5ZhwRWmCfA6,S,S-unknown,2,0,"[(75, 522.0), (142, 554.0), (130, 583.0), (56, 547.0)]"
ID5ZhwRWmCfA6,S,S-unknown,1,0,"[(176, 221.0), (206, 236.0), (195, 267.0), (150, 247.0)]"
ID5ZhwRWmCfA6,S,S-unknown,0,32,"[(203, 467.0), (247, 487.0), (222, 560.0), (39, 470.0), (46, 449.0), (39, 439.0), (45, 413.0), (131, 453.0), (123, 480.0), (163, 504.0), (169, 479.0), (196, 489.0)]"
ID5ZhwRWmCfA6,S,S-unknown,0,11,"[(198, 264.0), (221, 279.0), (148, 449.0), (134, 442.0), (146, 419.0), (122, 404.0), (176, 279.0), (191, 285.0)]"
ID5ZhwRWmCfA6,S,S-unknown,0,11,"[(236, 289.0), (259, 289.0), (254, 316.0), (265, 320.0), (213, 447.0), (189, 444.0), (184, 465.0), (167, 463.0)]"
ID5ZhwRWmCfA6,S,S-unknown,0,27,"[(211, 166.0), (358, 242.0), (341, 290.0), (184, 207.0), (190, 187.0), (204, 190.0)]"
ID5ZhwRWmCfA6,S,S-unknown,0,20,"[(345, 510.0), (415, 544.0), (403, 565.0), (489, 613.0), (481, 635.0), (330, 559.0)]"
ID5bAqC2a7ke,S,S-unknown,1,0,"[(371, 212.0), (408, 193.0), (427, 238.0), (378, 259.0)]"
ID5bWvvsOruCOnmj,S,S-unknown,0,1,"[(94, 171.0), (117, 172.0), (115, 188.0), (94, 187.0)]"
ID5bWvvsOruCOnmj,S,S-unknown,0,2,"[(121, 158.0), (145, 159.0), (145, 189.0), (123, 187.0)]"
ID5bWvvsOruCOnmj,S,S-unknown,0,2,"[(153, 159.0), (174, 159.0), (174, 193.0), (149, 194.0)]"
ID5bWvvsOruCOnmj,S,S-unknown,0,6,"[(178, 27.0), (198, 25.0), (193, 28.0), (172, 122.0)]"
ID5bWvvsOruCOnmj,S,S-unknown,0,6,"[(204, 25.0), (225, 25.0), (220, 125.0), (201, 122.0)]"
ID5bWvvsOruCOnmj,S,S-unknown,0,6,"[(231, 28.0), (249, 29.0), (245, 128.0), (227, 124.0)]"
ID5bWvvsOruCOnmj,S,S-unknown,0,6,"[(257, 31.0), (278, 32.0), (273, 130.0), (255, 127.0)]"
ID5dW8u,D,roof,0,1,"[(2411, 1687.0), (2436, 1687.0), (2434, 1711.0), (2409, 1710.0)]"
ID5dW8u,D,roof,0,1,"[(3596, 1499.0), (3612, 1499.0), (3611, 1513.0), (3596, 1512.0)]"
ID5dW8u,D,roof,0,1,"[(3625, 1524.0), (3623, 1502.0), (3639, 1501.0), (3641, 1525.0)]"
ID5dW8u,D,roof,0,1,"[(4245, 3149.0), (4268, 3128.0), (4314, 3177.0), (4298, 3201.0)]"
ID5dW8u,D,roof,0,1,"[(3534, 960.0), (3536, 941.0), (3581, 955.0), (3580, 975.0)]"
ID5dW8u,D,roof,0,1,"[(3506, 933.0), (3536, 941.0), (3532, 957.0), (3501, 950.0)]"
ID5dW8u,D,roof,0,1,"[(4217, 2814.0), (4217, 2775.0), (4296, 2774.0), (4298, 2811.0)]"
ID5dW8u,D,roof,0,1,"[(3427, 397.0), (3425, 387.0), (3450, 388.0), (3450, 398.0)]"
ID5dW8u,D,roof,0,1,"[(3393, 2190.0), (3415, 2195.0), (3416, 2208.0), (3393, 2205.0)]"
ID5dW8u,D,roof,0,1,"[(3382, 387.0), (3425, 386.0), (3425, 402.0), (3382, 403.0)]"
ID5dW8u,D,roof,0,1,"[(1940, 2404.0), (1969, 2412.0), (1967, 2425.0), (1937, 2418.0)]"
ID5dW8u,D,roof,0,1,"[(3520, 902.0), (3546, 912.0), (3537, 939.0), (3509, 929.0)]"
ID5dW8u,D,roof,0,1,"[(3455, 824.0), (3504, 825.0), (3503, 841.0), (3454, 842.0)]"
ID5dW8u,D,roof,0,1,"[(3607, 1248.0), (3640, 1251.0), (3642, 1273.0), (3610, 1272.0)]"
ID5dW8u,D,roof,0,2,"[(3546, 902.0), (3569, 909.0), (3569, 914.0), (3587, 920.0), (3582, 954.0), (3537, 943.0)]"
ID5dW8u,D,roof,0,1,"[(2432, 1709.0), (2439, 1687.0), (2462, 1686.0), (2458, 1709.0)]"
ID5eiS50x6u1,D,roof,0,9,"[(1639, 2178.0), (2695, 1542.0), (2835, 1646.0), (1757, 2296.0)]"
ID5eiS50x6u1,D,roof,0,9,"[(1465, 2024.0), (2539, 1396.0), (2667, 1508.0), (2589, 2140.0)]"
ID5eiS50x6u1,D,roof,0,9,"[(1789, 2318.0), (2851, 1664.0), (2989, 1776.0), (1909, 2434.0)]"
ID5eq3bTvGQf6fFj,D,openspace,0,1,"[(1593, 1322.0), (1898, 1268.0), (1955, 1337.0), (1648, 1396.0)]"
ID5gk5osYpVzxg,D,roof,0,1,"[(2471, 2079.0), (2697, 1916.0), (2778, 2016.0), (2546, 2180.0)]"
ID5h8xGFIU,D,roof,0,1,"[(3445, 1844.0), (3737, 1840.0), (3749, 2208.0), (3449, 2212.0)]"
ID5h8xGFIU,D,roof,0,1,"[(2997, 1856.0), (3289, 1844.0), (3297, 2212.0), (2997, 2216.0)]"
ID5h8xGFIU,D,roof,0,1,"[(2533, 1856.0), (2833, 1852.0), (2833, 2220.0), (2537, 2224.0)]"
ID5h8xGFIU,D,roof,0,1,"[(2081, 1860.0), (2373, 1856.0), (2369, 2228.0), (2069, 2228.0)]"
ID5h8xGFIU,D,roof,0,1,"[(1769, 2172.0), (1901, 2220.0), (1713, 2548.0), (1597, 2488.0)]"
ID5hBfHW33pIb77U,S,S-unknown,1,0,"[(416, 111.0), (446, 107.0), (462, 137.0), (413, 153.0)]"
ID5hBfHW33pIb77U,S,S-unknown,1,0,"[(436, 68.0), (465, 53.0), (479, 77.0), (443, 100.0)]"
ID5j4diohdLnjwA9A,S,S-unknown,0,2,"[(168, 341.0), (157, 305.0), (192, 298.0), (201, 336.0)]"
ID5j4diohdLnjwA9A,S,S-unknown,0,2,"[(201, 336.0), (191, 295.0), (222, 293.0), (233, 326.0)]"
ID5m3p17gnzENQu,D,roof,0,1,"[(2113, 1488.0), (2389, 1474.0), (2441, 3020.0), (2161, 3042.0)]"
ID5mCpzu9V,D,roof,0,2,"[(3062, 1990.0), (2834, 1912.0), (2798, 1956.0), (2590, 1878.0), (2672, 1710.0), (3122, 1852.0)]"
ID5mCpzu9V,D,roof,0,1,"[(3072, 2056.0), (2952, 2264.0), (2448, 2120.0), (2552, 1912.0)]"
ID5oohq7eL,D,roof,0,2,"[(2053, 1248.0), (2525, 1175.0), (2938, 1261.0), (2949, 1390.0), (2504, 1415.0), (2027, 1483.0)]"
ID5qsae0RMP6,S,S-unknown,0,10,"[(362, 289.0), (526, 310.0), (511, 425.0), (347, 396.0)]"
ID5qsae0RMP6,S,S-unknown,1,0,"[(143, 302.0), (212, 314.0), (211, 378.0), (135, 377.0)]"
ID5txGC2,S,S-unknown,0,24,"[(128, 144.0), (161, 96.0), (291, 208.0), (257, 254.0)]"
ID5uYG0zbvI5hv,D,roof,0,1,"[(2183, 1239.0), (2447, 1365.0), (2379, 1643.0), (2123, 1515.0)]"
ID5vE00zAieZ,D,r_openspace,0,12,"[(3949, 2010.0), (4215, 2008.0), (4343, 2093.0), (4184, 2134.0)]"
ID5vE00zAieZ,D,r_openspace,0,12,"[(2446, 1514.0), (2984, 1558.0), (3150, 1648.0), (2586, 1627.0)]"
ID5vE00zAieZ,D,r_openspace,0,24,"[(1284, 2223.0), (1314, 1887.0), (3162, 1929.0), (3489, 2208.0)]"
ID5witjcJmXiS,D,roof,0,1,"[(2501, 2281.0), (2679, 2233.0), (2793, 2475.0), (2011, 2531.0)]"
ID5xtr1vqJPdjK,D,roof,0,2,"[(1461, 983.0), (1819, 1091.0), (1895, 1657.0), (1781, 1625.0), (1813, 1819.0), (1527, 1729.0), (1497, 1531.0), (1525, 1533.0)]"
ID5z5F0IVozw9D20m,D,roof,0,1,"[(1725, 1800.0), (1506, 1695.0), (1707, 1311.0), (1926, 1416.0)]"
ID5z62f5Nl7Ui,D,roof,0,1,"[(1849, 2165.0), (1821, 1977.0), (2297, 1849.0), (2317, 2029.0)]"
ID5zHEEHx53hyC5,S,S-unknown,0,16,"[(414, 465.0), (416, 483.0), (383, 513.0), (380, 494.0)]"
ID5zHEEHx53hyC5,S,S-unknown,0,18,"[(418, 491.0), (420, 509.0), (160, 533.0), (156, 509.0)]"
ID5zHEEHx53hyC5,S,S-unknown,0,81,"[(262, 501.0), (267, 526.0), (129, 473.0), (216, 341.0)]"
ID5zLfaW,D,roof,0,4,"[(1598, 1385.0), (1923, 1260.0), (2007, 1450.0), (2120, 1692.0), (2171, 1800.0), (2048, 1844.0), (1888, 1824.0), (1684, 1580.0)]"
ID60UlgOFxO,D,roof,0,1,"[(2766, 2026.0), (2839, 2001.0), (2878, 2116.0), (2802, 2128.0)]"
ID60UlgOFxO,D,roof,0,2,"[(3588, 1072.0), (3397, 753.0), (3726, 583.0), (3906, 934.0)]"
ID61Prr552Tz9YVG,D,roof,0,1,"[(2038, 1980.0), (2590, 1992.0), (2673, 2172.0), (2080, 2173.0)]"
ID61Prr552Tz9YVG,D,roof,0,1,"[(1378, 2034.0), (1564, 2019.0), (1729, 2284.0), (1540, 2296.0)]"
ID61Prr552Tz9YVG,D,roof,0,2,"[(1708, 2287.0), (1546, 2007.0), (2004, 1974.0), (2181, 2254.0)]"
ID63wKncW6de3Rjj,D,roof,2,0,"[(726, 2265.0), (711, 2145.0), (823, 2088.0), (848, 2205.0)]"
ID63wKncW6de3Rjj,D,roof,0,1,"[(261, 2362.0), (269, 2335.0), (286, 2334.0), (276, 2361.0)]"
ID63wKncW6de3Rjj,D,roof,0,1,"[(725, 1629.0), (753, 1613.0), (759, 1629.0), (730, 1642.0)]"
ID63wKncW6de3Rjj,D,roof,0,6,"[(2849, 1339.0), (2778, 1236.0), (2841, 1203.0), (2907, 1305.0)]"
ID63wKncW6de3Rjj,D,roof,0,1,"[(3047, 2091.0), (3079, 2073.0), (3088, 2090.0), (3055, 2106.0)]"
ID63wKncW6de3Rjj,D,roof,0,1,"[(2053, 1551.0), (1945, 1599.0), (1929, 1555.0), (2037, 1504.0)]"
ID63wKncW6de3Rjj,D,roof,0,1,"[(2486, 1555.0), (2506, 1542.0), (2523, 1571.0), (2503, 1582.0)]"
ID63wKncW6de3Rjj,D,roof,0,1,"[(3130, 1180.0), (3027, 1030.0), (3137, 968.0), (3241, 1119.0)]"
ID63wKncW6de3Rjj,D,roof,0,6,"[(3018, 1243.0), (2916, 1088.0), (3027, 1029.0), (3130, 1180.0)]"
ID63wKncW6de3Rjj,D,roof,0,6,"[(2906, 1306.0), (2807, 1152.0), (2917, 1089.0), (3019, 1243.0)]"
ID63wKncW6de3Rjj,D,roof,0,1,"[(1427, 1896.0), (1423, 1877.0), (1443, 1869.0), (1447, 1888.0)]"
ID66HAzclmqcSLv5d,S,S-unknown,0,3,"[(225, 115.0), (285, 125.0), (256, 254.0), (201, 253.0)]"
ID66n1E6xOidI2p,D,roof,0,1,"[(1621, 1402.0), (1687, 1393.0), (1697, 1469.0), (1633, 1477.0)]"
ID66n1E6xOidI2p,D,roof,0,1,"[(1627, 1482.0), (2127, 1466.0), (2202, 1726.0), (1697, 1747.0)]"
ID67b5pwF27,D,roof,0,1,"[(2331, 2507.0), (2414, 2198.0), (2558, 2210.0), (2480, 2534.0)]"
ID67b5pwF27,D,roof,0,1,"[(2364, 1416.0), (2436, 1155.0), (2565, 1176.0), (2505, 1440.0)]"
ID67b5pwF27,D,roof,0,1,"[(2232, 1725.0), (2258, 1653.0), (2301, 1677.0), (2270, 1742.0)]"
ID67b5pwF27,D,roof,0,1,"[(3044, 2684.0), (3063, 2292.0), (3308, 2297.0), (3290, 2696.0)]"
ID67b5pwF27,D,roof,0,2,"[(2558, 2463.0), (2603, 2273.0), (2772, 2313.0), (2931, 2334.0), (2915, 2519.0), (2730, 2508.0)]"
ID67b5pwF27,D,roof,0,1,"[(2934, 228.0), (2994, 51.0), (3387, 129.0), (3330, 306.0)]"
ID67usm9,D,roof,0,1,"[(1351, 1902.0), (1973, 1664.0), (2095, 1942.0), (1473, 2184.0)]"
ID6D4gCVRosZF0RaX,D,r_openspace,0,1,"[(2250, 1020.0), (2295, 915.0), (2454, 990.0), (2403, 1104.0)]"
ID6D4gCVRosZF0RaX,D,r_openspace,0,1,"[(3195, 2289.0), (3543, 2148.0), (3816, 2733.0), (3444, 2874.0)]"
ID6DBV6NeFdL,D,roof,0,1,"[(3122, 1667.0), (3611, 1669.0), (3612, 1889.0), (3120, 1890.0)]"
ID6EGCw2GMX9,D,roof,0,1,"[(2333, 1543.0), (2447, 1433.0), (2662, 1605.0), (2551, 1716.0)]"
ID6FCK3anz,S,S-unknown,3,0,"[(180, 90.0), (316, 101.0), (315, 148.0), (173, 131.0)]"
ID6Frtyltq,D,roof,0,1,"[(1952, 1716.0), (1898, 1538.0), (2132, 1496.0), (2176, 1684.0)]"
ID6GJY1g1,S,S-unknown,1,0,"[(217, 74.0), (216, 95.0), (192, 103.0), (183, 90.0)]"
ID6GJY1g1,S,S-unknown,0,12,"[(306, 106.0), (407, 114.0), (407, 183.0), (310, 170.0)]"
ID6HnHTwsnl,D,roof,0,4,"[(326, 2606.0), (521, 2343.0), (1269, 2718.0), (1086, 2994.0)]"
ID6HnHTwsnl,D,roof,0,1,"[(904, 3230.0), (941, 3185.0), (991, 3205.0), (956, 3256.0)]"
ID6HnHTwsnl,D,roof,0,2,"[(835, 3191.0), (582, 3059.0), (691, 2951.0), (941, 3079.0)]"
ID6IrepHalfoV,D,roof,0,3,"[(740, 1072.0), (1792, 1396.0), (1792, 1772.0), (732, 1436.0)]"
ID6Kku1hFwJyKNKNB,D,roof,0,1,"[(957, 1289.0), (1010, 1290.0), (1022, 1329.0), (960, 1329.0)]"
ID6Kku1hFwJyKNKNB,D,roof,0,1,"[(2462, 1652.0), (2580, 1661.0), (2601, 1814.0), (2474, 1806.0)]"
ID6LQmwcET8,D,roof,0,2,"[(1302, 751.0), (1584, 940.0), (1405, 1254.0), (1021, 1006.0), (1117, 844.0), (1213, 907.0)]"
ID6LQmwcET8,D,roof,0,1,"[(1002, 1029.0), (1495, 1341.0), (1401, 1513.0), (903, 1206.0)]"
ID6LS4KFRKRNf86FB,S,S-unknown,1,0,"[(277, 312.0), (269, 280.0), (304, 269.0), (312, 302.0)]"
ID6NMsC8Thhd,D,roof,0,1,"[(2638, 1596.0), (2800, 1620.0), (2698, 1910.0), (2538, 1886.0)]"
ID6NMsC8Thhd,D,roof,0,1,"[(2910, 1944.0), (3008, 1652.0), (3170, 1684.0), (3076, 1976.0)]"
ID6NMsC8Thhd,D,roof,0,1,"[(2726, 1906.0), (2828, 1628.0), (2992, 1656.0), (2884, 1948.0)]"
ID6OpSPr,S,S-unknown,1,0,"[(83, 217.0), (87, 195.0), (120, 197.0), (121, 224.0)]"
ID6RNj1NRa9zqNCj,D,roof,0,1,"[(1977, 1533.0), (1973, 1433.0), (2101, 1433.0), (2109, 1521.0)]"
ID6RNj1NRa9zqNCj,D,roof,0,1,"[(2033, 1437.0), (2041, 1217.0), (2189, 1253.0), (2205, 1465.0)]"
ID6S1Duy5o,D,roof,0,1,"[(3103, 2601.0), (3214, 2524.0), (3261, 2574.0), (3171, 2634.0)]"
ID6S1Duy5o,D,roof,0,1,"[(2826, 2589.0), (2661, 2175.0), (2928, 2127.0), (3096, 2550.0)]"
ID6S1Duy5o,D,roof,0,1,"[(3465, 2256.0), (3324, 1860.0), (3597, 1803.0), (3747, 2220.0)]"
ID6TgNT,D,roof,0,2,"[(1629, 1399.0), (1264, 1134.0), (1429, 990.0), (1503, 1044.0), (1642, 921.0), (1932, 1125.0)]"
ID6TgNT,D,roof,0,1,"[(2320, 1408.0), (2349, 1342.0), (2437, 1341.0), (2413, 1399.0)]"
ID6To3qX,D,roof,0,1,"[(2353, 6.0), (2449, 25.0), (2256, 145.0), (2154, 112.0)]"
ID6To3qX,D,roof,0,1,"[(2322, 196.0), (2404, 229.0), (2160, 354.0), (2074, 318.0)]"
ID6To3qX,D,roof,0,2,"[(1527, 1734.0), (1836, 1657.0), (2100, 1890.0), (1795, 1966.0)]"
ID6WN0FYE,D,roof,0,1,"[(1987, 1398.0), (1838, 1354.0), (1895, 1412.0), (1843, 1458.0)]"
ID6WN0FYE,D,roof,0,1,"[(2204, 1483.0), (1996, 1205.0), (2152, 1117.0), (2362, 1401.0)]"
ID6WYG1q9z,S,S-unknown,0,3,"[(273, 222.0), (335, 249.0), (324, 283.0), (257, 261.0)]"
ID6ZrTiiky2nm,S,S-unknown,1,0,"[(234, 123.0), (231, 92.0), (254, 83.0), (267, 105.0)]"
ID6aMNTE4hriV9AyH,D,roof,0,2,"[(2320, 1220.0), (2767, 1379.0), (2726, 1545.0), (2276, 1384.0)]"
ID6bHQI5D6YpUy,S,S-unknown,1,0,"[(197, 320.0), (188, 391.0), (130, 395.0), (147, 322.0)]"
ID6bHQI5D6YpUy,S,S-unknown,1,0,"[(330, 297.0), (346, 233.0), (412, 243.0), (418, 314.0)]"
ID6cXFd3ddl,D,roof,0,1,"[(3240, 2240.0), (3048, 2332.0), (2892, 2052.0), (3112, 1964.0)]"
ID6da6m57n18E6,S,S-unknown,1,0,"[(103, 93.0), (132, 101.0), (120, 160.0), (86, 159.0)]"
ID6dxtNoD05ul3,S,S-unknown,0,6,"[(143, 168.0), (278, 143.0), (289, 168.0), (153, 195.0)]"
ID6fKo0cPJLBhWMFB,D,roof,0,1,"[(1531, 2743.0), (1592, 2732.0), (1609, 2841.0), (1544, 2850.0)]"
ID6fKo0cPJLBhWMFB,D,roof,0,2,"[(931, 1717.0), (1252, 1786.0), (1169, 2191.0), (823, 2122.0)]"
ID6fKo0cPJLBhWMFB,D,roof,0,1,"[(3291, 1413.0), (3326, 1297.0), (3493, 1329.0), (3452, 1451.0)]"
ID6fKo0cPJLBhWMFB,D,roof,0,1,"[(1479, 2693.0), (1498, 2597.0), (1582, 2621.0), (1565, 2705.0)]"
ID6fKo0cPJLBhWMFB,D,roof,0,1,"[(2702, 1244.0), (2673, 1221.0), (2728, 1180.0), (2759, 1211.0)]"
ID6g6IV,D,roof,0,2,"[(1928, 1003.0), (2216, 917.0), (2202, 887.0), (2480, 803.0), (2754, 1267.0), (2474, 1351.0), (2484, 1377.0), (2200, 1457.0)]"
ID6gcxCoS,D,roof,0,1,"[(1948, 710.0), (2021, 775.0), (1867, 945.0), (1794, 877.0)]"
ID6gcxCoS,D,roof,0,1,"[(2503, 667.0), (2551, 686.0), (2533, 733.0), (2484, 713.0)]"
ID6gcxCoS,D,roof,0,1,"[(1819, 1460.0), (1907, 1509.0), (1837, 1650.0), (1748, 1601.0)]"
ID6hqHbq1pHjzfw,S,S-unknown,1,0,"[(393, 109.0), (446, 83.0), (478, 138.0), (445, 178.0)]"
ID6iXWeSj30,D,roof,0,1,"[(2127, 2290.0), (2214, 2139.0), (2641, 2353.0), (2554, 2509.0)]"
ID6idBtfmIloBsz,D,roof,0,1,"[(1475, 1508.0), (1470, 1338.0), (1728, 1294.0), (1736, 1461.0)]"
ID6idBtfmIloBsz,D,roof,0,1,"[(1667, 1538.0), (1708, 1557.0), (1709, 1576.0), (1664, 1577.0)]"
ID6j28Vj6pux7AM,D,roof,0,2,"[(1406, 2300.0), (1508, 2408.0), (1446, 2482.0), (1350, 2536.0), (1260, 2422.0), (1318, 2362.0)]"
ID6j28Vj6pux7AM,D,roof,0,2,"[(1650, 1832.0), (2104, 1542.0), (2292, 1754.0), (1836, 2026.0)]"
ID6jl8lFJfzJY,D,roof,0,1,"[(1836, 1370.0), (1980, 1262.0), (2280, 1588.0), (2128, 1704.0)]"
ID6lNsyhIAu7l,D,roof,0,1,"[(2082, 1862.0), (1662, 1575.0), (1886, 1362.0), (2309, 1648.0)]"
ID6lNsyhIAu7l,D,roof,0,1,"[(1572, 1845.0), (1756, 1664.0), (2025, 1835.0), (1836, 2019.0)]"
ID6nLcqCWYzHIT,S,S-unknown,1,0,"[(83, 247.0), (138, 280.0), (106, 323.0), (54, 286.0)]"
ID6nLcqCWYzHIT,S,S-unknown,1,0,"[(273, 261.0), (327, 398.0), (297, 444.0), (247, 412.0)]"
ID6nLcqCWYzHIT,S,S-unknown,1,0,"[(374, 431.0), (434, 459.0), (404, 507.0), (345, 469.0)]"
ID6nLcqCWYzHIT,S,S-unknown,1,0,"[(575, 547.0), (622, 577.0), (595, 596.0), (549, 588.0)]"
ID6nreV5KsEjsNM,D,roof,0,1,"[(1692, 1358.0), (1867, 1387.0), (1802, 1653.0), (1626, 1620.0)]"
ID6nvSirQe,D,roof,0,2,"[(1376, 1696.0), (1552, 1767.0), (1622, 1836.0), (1537, 2023.0), (1395, 2100.0), (1228, 2027.0)]"
ID6ocI0eyQ,D,roof,0,1,"[(1185, 1601.0), (1478, 1620.0), (1440, 2186.0), (1146, 2170.0)]"
ID6p6iE,D,roof,0,1,"[(2388, 1836.0), (2529, 1737.0), (2706, 2016.0), (2559, 2118.0)]"
ID6p7GFAXhDf0z,S,S-unknown,0,3,"[(70, 74.0), (123, 75.0), (119, 140.0), (73, 140.0)]"
ID6p7GFAXhDf0z,S,S-unknown,0,8,"[(366, 191.0), (375, 233.0), (238, 250.0), (234, 200.0)]"
ID6p7GFAXhDf0z,S,S-unknown,0,8,"[(228, 104.0), (363, 103.0), (368, 160.0), (232, 162.0)]"
ID6p7GFAXhDf0z,S,S-unknown,0,8,"[(398, 105.0), (525, 98.0), (525, 147.0), (391, 157.0)]"
ID6p7GFAXhDf0z,S,S-unknown,1,0,"[(390, 188.0), (453, 183.0), (459, 242.0), (387, 261.0)]"
ID6p7GFAXhDf0z,S,S-unknown,2,0,"[(498, 186.0), (542, 180.0), (542, 311.0), (502, 319.0)]"
ID6pngGD54XK,D,roof,0,1,"[(3807, 1048.0), (4174, 682.0), (4326, 843.0), (3948, 1206.0)]"
ID6pngGD54XK,D,roof,0,1,"[(1458, 2199.0), (1173, 1716.0), (1398, 1614.0), (1686, 2076.0)]"
ID6qS46,D,roof,0,1,"[(1880, 1393.0), (1977, 1295.0), (2151, 1456.0), (2054, 1555.0)]"
ID6rC9nVjLIKo,D,roof,0,2,"[(1096, 1014.0), (1618, 794.0), (1860, 1194.0), (1346, 1434.0)]"
ID6rC9nVjLIKo,D,roof,0,1,"[(2022, 1470.0), (1686, 1213.0), (2037, 837.0), (2381, 1085.0)]"
ID6rC9nVjLIKo,D,roof,0,1,"[(1787, 2141.0), (1836, 2072.0), (2163, 2298.0), (2112, 2364.0)]"
